Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
30119,Where the Sidewalk Ends,Shel Silverstein,"Silverstein, Shel",,"=""0060513039""","=""9780060513030""",4,4.29,Harpercollins Childrens Books,Hardcover,176,2002,1974,,2008/09/30,,,read,,,,,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,3.79,Back Bay Books,Paperback,277,2001,1951,,2008/09/30,,,read,,,,,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Amik Kasoruho","=""0439064864""","=""9780439064866""",5,4.37,Scholastic Inc.,Hardcover,341,1999,1998,,2008/09/30,,,read,,,,,,,0,,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439358078""","=""9780439358071""",5,4.46,Scholastic Inc.,Paperback,870,2004,2003,,2008/09/30,,,read,,,,,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.52,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2008/09/30,,,read,,,,,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439139600""","=""9780439139601""",5,4.52,Scholastic Inc.,Paperback,734,2002,2000,,2008/09/30,,,read,,,,,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439785960""","=""9780439785969""",5,4.54,Scholastic Inc.,Paperback,652,2006,2005,,2008/09/30,,,read,,,,,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""0439554934""","=""9780439554930""",5,4.44,Scholastic Inc,Hardcover,320,1997,1997,,2008/09/30,,,read,,,,,,,0,,,,,
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""0307277674""","=""9780307277671""",5,3.79,Anchor,Paperback,481,2006,2003,,2008/09/30,,,read,,,,,,,0,,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0545010225""","=""9780545010221""",5,4.61,Arthur A. Levine Books,Hardcover,784,2007,2007,,2008/09/30,,,read,,,,,,,0,,,,,
